function	analyzer	tokenizer	run no	mean absolute error	mean squared error	perfects	recall 1	recall 2	recall 3	recall 4	recall 5	precision 1	precision 2	precision 3	precision 4	precision 5
sample_reviews_polar	TensorflowCategorySentimentAnalyzer	NLTKWordTokenizer	1	0.524	2.096	869	0.922	inf	inf	inf	0.816	0.833634719710669	inf	inf	inf	0.912751677852349
sample_reviews_polar	TensorflowCategorySentimentAnalyzer	PottsTokenizer	1													
sample_reviews_polar	TensorflowCategorySentimentAnalyzer	PottsTokenizer	2	0.532	2.128	867	0.862	inf	inf	inf	0.872	0.8707070707070707	inf	inf	inf	0.8633663366336634
sample_reviews_polar	TensorflowCategorySentimentAnalyzer	PottsTokenizerWithNegation	1	0.52	2.08	870	0.842	inf	inf	inf	0.898	0.8919491525423728	inf	inf	inf	0.8503787878787878
sample_reviews_polar	TensorflowCategorySentimentAnalyzer	HuggingBertTokenizer	1	0.456	1.824	886	0.878	inf	inf	inf	0.894	0.8922764227642277	inf	inf	inf	0.8799212598425197
sample_reviews_varied	ThreeCheat	PlainTokenizer	1	1.2	2.0	200	0.0	0.0	1.0	0.0	0.0	inf	inf	0.2	inf	inf
sample_reviews_varied	ThreeCheat	LowercaseTokenizer	1	1.2	2.0	200	0.0	0.0	1.0	0.0	0.0	inf	inf	0.2	inf	inf
sample_reviews_varied	ThreeCheat	NLTKWordTokenizer	1	1.2	2.0	200	0.0	0.0	1.0	0.0	0.0	inf	inf	0.2	inf	inf
sample_reviews_varied	ThreeCheat	PottsTokenizer	1	1.2	2.0	200	0.0	0.0	1.0	0.0	0.0	inf	inf	0.2	inf	inf
sample_reviews_varied	ThreeCheat	PottsTokenizerWithNegation	1	1.2	2.0	200	0.0	0.0	1.0	0.0	0.0	inf	inf	0.2	inf	inf
sample_reviews_varied	ThreeCheat	HuggingBertTokenizer	1	1.2	2.0	200	0.0	0.0	1.0	0.0	0.0	inf	inf	0.2	inf	inf
sample_reviews_varied	NLTKSentimentAnalyzer	PlainTokenizer	1	1.341	3.443	328	0.345	0.31	0.185	0.1	0.7	0.5227272727272727	0.32460732984293195	0.3557692307692308	0.3225806451612903	0.273972602739726
sample_reviews_varied	NLTKSentimentAnalyzer	LowercaseTokenizer	1	1.221	2.967	350	0.45	0.21	0.235	0.135	0.72	0.5521472392638037	0.2876712328767123	0.36153846153846153	0.36	0.2962962962962963
sample_reviews_varied	NLTKSentimentAnalyzer	NLTKWordTokenizer	1	1.281	3.281	347	0.365	0.315	0.215	0.125	0.715	0.5069444444444444	0.38650306748466257	0.33076923076923076	0.32894736842105265	0.2936344969199179
sample_reviews_varied	NLTKSentimentAnalyzer	PottsTokenizer	1	1.244	3.022	338	0.44	0.255	0.11	0.14	0.745	0.5116279069767442	0.2463768115942029	0.24175824175824176	0.4745762711864407	0.31634819532908703
sample_reviews_varied	NLTKSentimentAnalyzer	PottsTokenizerWithNegation	1	1.252	3.024	327	0.38	0.255	0.19	0.085	0.725	0.4	0.3493150684931507	0.2550335570469799	0.3148148148148148	0.31453362255965295
sample_reviews_varied	NLTKSentimentAnalyzer	HuggingBertTokenizer	1	1.37	3.612	324	0.285	0.275	0.14	0.225	0.695	0.5277777777777778	0.30726256983240224	0.4	0.41284403669724773	0.2602996254681648
sample_reviews_varied	TensorflowPolarSentimentAnalyzer	PlainTokenizer	1													
sample_reviews_varied	TensorflowPolarSentimentAnalyzer	PlainTokenizer	2	1.294	3.176	334	0.81	0.0	0.0	0.0	0.86	0.34394904458598724	inf	inf	inf	0.32514177693761814
sample_reviews_varied	TensorflowPolarSentimentAnalyzer	LowercaseTokenizer	1													
sample_reviews_varied	TensorflowPolarSentimentAnalyzer	LowercaseTokenizer	2													
sample_reviews_varied	TensorflowPolarSentimentAnalyzer	LowercaseTokenizer	3	1.28	3.12	331	0.84	0.0	0.0	0.0	0.815	0.3421588594704684	inf	inf	inf	0.32023575638506874
sample_reviews_varied	TensorflowPolarSentimentAnalyzer	NLTKWordTokenizer	1	1.208	2.832	349	0.825	0.0	0.0	0.0	0.92	0.3900709219858156	inf	inf	inf	0.3188908145580589
sample_reviews_varied	TensorflowPolarSentimentAnalyzer	PottsTokenizer	1	1.224	2.896	336	0.9	0.0	0.0	0.0	0.78	0.32786885245901637	inf	inf	inf	0.3458980044345898
sample_reviews_varied	TensorflowPolarSentimentAnalyzer	PottsTokenizerWithNegation	1	1.172	2.688	350	0.84	0.0	0.0	0.0	0.91	0.37168141592920356	inf	inf	inf	0.33211678832116787
sample_reviews_varied	TensorflowPolarSentimentAnalyzer	HuggingBertTokenizer	1	1.258	3.032	337	0.875	0.0	0.0	0.0	0.81	0.3141831238779174	inf	inf	inf	0.3656884875846501
sample_reviews_varied	TensorflowCategorySentimentAnalyzer	PlainTokenizer	1	0.887	1.583	366	0.27	0.455	0.585	0.165	0.355	0.5346534653465347	0.2808641975308642	0.3103448275862069	0.38823529411764707	0.6283185840707964
sample_reviews_varied	TensorflowCategorySentimentAnalyzer	LowercaseTokenizer	1													
sample_reviews_varied	TensorflowCategorySentimentAnalyzer	LowercaseTokenizer	2	0.803	1.467	429	0.48	0.56	0.275	0.425	0.405	0.5517241379310345	0.37966101694915255	0.3741496598639456	0.34274193548387094	0.5955882352941176
sample_reviews_varied	TensorflowCategorySentimentAnalyzer	NLTKWordTokenizer	1	0.813	1.373	408	0.545	0.3	0.455	0.32	0.42	0.5265700483091788	0.3821656050955414	0.3273381294964029	0.3333333333333333	0.5060240963855421
sample_reviews_varied	TensorflowCategorySentimentAnalyzer	PottsTokenizer	1	0.779	1.527	476	0.485	0.445	0.51	0.41	0.53	0.563953488372093	0.43842364532019706	0.379182156133829	0.4880952380952381	0.5638297872340425
sample_reviews_varied	TensorflowCategorySentimentAnalyzer	PottsTokenizerWithNegation	1													
sample_reviews_varied	TensorflowCategorySentimentAnalyzer	PottsTokenizerWithNegation	2	0.831	1.417	392	0.41	0.34	0.43	0.355	0.425	0.6307692307692307	0.29310344827586204	0.3233082706766917	0.3271889400921659	0.5483870967741935
sample_reviews_varied	TensorflowCategorySentimentAnalyzer	HuggingBertTokenizer	1	0.872	1.63	399	0.545	0.275	0.26	0.45	0.465	0.461864406779661	0.3055555555555556	0.2826086956521739	0.36	0.62
