function	analyzer	tokenizer	run no	mean absolute error	mean squared error	perfects	recall 1	recall 2	recall 3	recall 4	recall 5	precision 1	precision 2	precision 3	precision 4	precision 5
sample_reviews_polar	TensorflowCategorySentimentAnalyzer	NLTKWordTokenizer	1													
sample_reviews_polar	TensorflowCategorySentimentAnalyzer	NLTKWordTokenizer	2	0.496	1.984	876	0.866	inf	inf	inf	0.886	0.8836734693877552	inf	inf	inf	0.8686274509803922
sample_reviews_polar	TensorflowCategorySentimentAnalyzer	PottsTokenizer	1	0.476	1.904	881	0.872	inf	inf	inf	0.89	0.8879837067209776	inf	inf	inf	0.8742632612966601
sample_reviews_polar	TensorflowCategorySentimentAnalyzer	PottsTokenizerWithNegation	1	0.444	1.776	889	0.882	inf	inf	inf	0.896	0.8945233265720081	inf	inf	inf	0.883629191321499
sample_reviews_polar	TensorflowCategorySentimentAnalyzer	HuggingBertTokenizer	1	0.56	2.24	860	0.854	inf	inf	inf	0.866	0.8643724696356275	inf	inf	inf	0.8557312252964426
sample_reviews_varied	ThreeCheat	PlainTokenizer	1	1.2	2.0	200	0.0	0.0	1.0	0.0	0.0	inf	inf	0.2	inf	inf
sample_reviews_varied	ThreeCheat	LowercaseTokenizer	1	1.2	2.0	200	0.0	0.0	1.0	0.0	0.0	inf	inf	0.2	inf	inf
sample_reviews_varied	ThreeCheat	NLTKWordTokenizer	1	1.2	2.0	200	0.0	0.0	1.0	0.0	0.0	inf	inf	0.2	inf	inf
sample_reviews_varied	ThreeCheat	PottsTokenizer	1	1.2	2.0	200	0.0	0.0	1.0	0.0	0.0	inf	inf	0.2	inf	inf
sample_reviews_varied	ThreeCheat	PottsTokenizerWithNegation	1	1.2	2.0	200	0.0	0.0	1.0	0.0	0.0	inf	inf	0.2	inf	inf
sample_reviews_varied	ThreeCheat	HuggingBertTokenizer	1	1.2	2.0	200	0.0	0.0	1.0	0.0	0.0	inf	inf	0.2	inf	inf
sample_reviews_varied	NLTKSentimentAnalyzer	PlainTokenizer	1	1.228	3.07	364	0.385	0.27	0.25	0.155	0.76	0.5620437956204379	0.4186046511627907	0.3067484662576687	0.4025974025974026	0.3076923076923077
sample_reviews_varied	NLTKSentimentAnalyzer	LowercaseTokenizer	1	1.322	3.384	322	0.3	0.205	0.245	0.1	0.76	0.46875	0.31297709923664124	0.3475177304964539	0.2898550724637681	0.2862523540489642
sample_reviews_varied	NLTKSentimentAnalyzer	NLTKWordTokenizer	1	1.223	2.863	329	0.485	0.185	0.15	0.14	0.685	0.4041666666666667	0.29838709677419356	0.21428571428571427	0.345679012345679	0.3301204819277108
sample_reviews_varied	NLTKSentimentAnalyzer	PottsTokenizer	1	1.3	3.272	328	0.39	0.25	0.22	0.065	0.715	0.46987951807228917	0.31446540880503143	0.3333333333333333	0.2653061224489796	0.2894736842105263
sample_reviews_varied	NLTKSentimentAnalyzer	PottsTokenizerWithNegation	1	1.262	3.148	338	0.35	0.28	0.12	0.14	0.8	0.48951048951048953	0.3076923076923077	0.34782608695652173	0.3181818181818182	0.3088803088803089
sample_reviews_varied	NLTKSentimentAnalyzer	HuggingBertTokenizer	1	1.37	3.576	317	0.265	0.305	0.185	0.105	0.725	0.4774774774774775	0.291866028708134	0.3394495412844037	0.38181818181818183	0.2810077519379845
sample_reviews_varied	TensorflowPolarSentimentAnalyzer	PlainTokenizer	1	1.268	3.072	329	0.835	0.0	0.0	0.0	0.81	0.3280943025540275	inf	inf	inf	0.329938900203666
sample_reviews_varied	TensorflowPolarSentimentAnalyzer	LowercaseTokenizer	1													
sample_reviews_varied	TensorflowPolarSentimentAnalyzer	LowercaseTokenizer	2	1.268	3.072	336	0.95	0.0	0.0	0.0	0.73	0.2954898911353033	inf	inf	inf	0.40896358543417366
sample_reviews_varied	TensorflowPolarSentimentAnalyzer	NLTKWordTokenizer	1													
sample_reviews_varied	TensorflowPolarSentimentAnalyzer	NLTKWordTokenizer	2													
sample_reviews_varied	TensorflowPolarSentimentAnalyzer	NLTKWordTokenizer	3	1.262	3.048	334	0.835	0.0	0.0	0.0	0.835	0.35084033613445376	inf	inf	inf	0.3187022900763359
sample_reviews_varied	TensorflowPolarSentimentAnalyzer	PottsTokenizer	1													
sample_reviews_varied	TensorflowPolarSentimentAnalyzer	PottsTokenizer	2	1.198	2.792	347	0.875	0.0	0.0	0.0	0.86	0.32710280373831774	inf	inf	inf	0.36989247311827955
sample_reviews_varied	TensorflowPolarSentimentAnalyzer	PottsTokenizerWithNegation	1	1.26	3.04	337	0.78	0.0	0.0	0.0	0.905	0.37681159420289856	inf	inf	inf	0.30887372013651876
sample_reviews_varied	TensorflowPolarSentimentAnalyzer	HuggingBertTokenizer	1	1.166	2.664	353	0.885	0.0	0.0	0.0	0.88	0.33270676691729323	inf	inf	inf	0.37606837606837606
sample_reviews_varied	TensorflowCategorySentimentAnalyzer	PlainTokenizer	1	0.898	1.814	412	0.465	0.285	0.4	0.46	0.45	0.5470588235294118	0.3275862068965517	0.33755274261603374	0.36507936507936506	0.5389221556886228
sample_reviews_varied	TensorflowCategorySentimentAnalyzer	LowercaseTokenizer	1	0.802	1.4	427	0.49	0.4	0.385	0.425	0.435	0.5632183908045977	0.40404040404040403	0.3181818181818182	0.34274193548387094	0.6304347826086957
sample_reviews_varied	TensorflowCategorySentimentAnalyzer	NLTKWordTokenizer	1	0.818	1.5	434	0.64	0.335	0.305	0.35	0.54	0.5161290322580645	0.335	0.3674698795180723	0.3645833333333333	0.5567010309278351
sample_reviews_varied	TensorflowCategorySentimentAnalyzer	PottsTokenizer	1													
sample_reviews_varied	TensorflowCategorySentimentAnalyzer	PottsTokenizer	2	0.818	1.508	431	0.535	0.265	0.315	0.375	0.665	0.5944444444444444	0.38405797101449274	0.3058252427184466	0.33783783783783783	0.5236220472440944
sample_reviews_varied	TensorflowCategorySentimentAnalyzer	PottsTokenizerWithNegation	1													
sample_reviews_varied	TensorflowCategorySentimentAnalyzer	PottsTokenizerWithNegation	2													
sample_reviews_varied	TensorflowCategorySentimentAnalyzer	PottsTokenizerWithNegation	3	0.811	1.505	447	0.565	0.43	0.38	0.31	0.55	0.5330188679245284	0.4321608040201005	0.3958333333333333	0.3229166666666667	0.5365853658536586
sample_reviews_varied	TensorflowCategorySentimentAnalyzer	HuggingBertTokenizer	1	0.782	1.446	449	0.495	0.295	0.46	0.475	0.52	0.5210526315789473	0.38562091503267976	0.3484848484848485	0.4148471615720524	0.6341463414634146
